# https://coastal.er.usgs.gov/data-release/doi-F78W3C7W/
Location,Sub_location,Site_name,Data_source,Latitude,Longitude,Year,Taxon,Percent_cover
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2011,Agaricia_lamarcki,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2012,Agaricia_lamarcki,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2013,Agaricia_lamarcki,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2014,Agaricia_lamarcki,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2015,Agaricia_lamarcki,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,1999,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2000,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2001,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2002,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2003,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2004,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2005,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2006,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2007,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2008,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2009,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2010,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2011,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2012,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2013,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2014,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2015,Cladocora_arbuscula,0
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,1999,Colpophyllia_natans,2.09
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2000,Colpophyllia_natans,3.34
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2001,Colpophyllia_natans,3.1
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2002,Colpophyllia_natans,0.72
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2003,Colpophyllia_natans,0.44
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2004,Colpophyllia_natans,0.8
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2005,Colpophyllia_natans,0.33
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2006,Colpophyllia_natans,0.69
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2007,Colpophyllia_natans,0.64
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2008,Colpophyllia_natans,0.79
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2009,Colpophyllia_natans,0.43
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2010,Colpophyllia_natans,0.37
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2011,Colpophyllia_natans,0.27
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2012,Colpophyllia_natans,0.43
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2013,Colpophyllia_natans,0.58
Florida_Keys,Dry_Tortugas,Bird_Key_Reef,CREMP_Florida,24.6117,-82.8702,2014,Colpophyllia_natans,0.41
